company_name,matched_to,world_rank_2022,world_rank_2021,world_rank_2020,local_rank_2022,local_rank_2021,local_rank_2020,num_employees,founded_year,ipo_year,currency,total_revenue_2019,total_revenue_2020,total_revenue_2021,total_revenue_2022,basic_eps_2019,basic_eps_2020,basic_eps_2021,basic_eps_2022,total_assets_2019,total_assets_2020,total_assets_2021,total_assets_2022,net_income_2019,net_income_2020,net_income_2021,net_income_2022,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,total_liabilities_2022,total_equity_2019,total_equity_2020,total_equity_2021,total_equity_2022,investing_cashflow_2019,investing_cashflow_2020,investing_cashflow_2021,investing_cashflow_2022,total_capitalization_2019,total_capitalization_2020,total_capitalization_2021,total_capitalization_2022
BANK OF SHANGHAI,"Bank of Shanghai Co., Ltd.",1252,1351,860,187,164,107,12699,1996,,CNY,49.809,50.752,56.217,,1.36,1.4,1.48,,2237.082,2462.144,2653.199,,20.298,20.885,22.042,,2059.855,2271.205,2447.43,,177.227,190.939,205.768,,-19.536,4.117,-51.603,,441.586,455.166,500.679,
CSPC PHARMACEUTICAL GROUP,CSPC Pharmaceutical Group Limited,1485,1352,1029,229,225,129,21527,1992,,CNY,22.103,24.942,27.867,30.937,0.3107,0.4316,0.4689,0.5111,26.318,30.07,34.742,41.77,3.714,5.16,5.605,6.091,6.8,6.969,7.913,10.128,19.518,23.101,26.828,31.642,-2.457,-2.13,-0.637,-6.796,18.462,22.332,25.987,30.226
WEICHAI POWER,"Weichai Power Co., Ltd.",907,827,837,115,149,103,45361,2002,,CNY,174.361,197.491,203.548,175.158,1.15,1.16,1.13,0.5700000000000001,236.832,270.75,277.044,293.666,9.105,9.207,9.254,4.905,167.057,190.317,174.083,189.555,69.775,80.433,102.962,104.111,-8.391,-9.417,-5.409,-8.545,66.893,71.932,89.746,102.024
ZHONGSHENG GROUP HOLDINGS,Zhongsheng Group Holdings Limited,1092,1069,1628,154,171,203,29293,1998,,CNY,124.043,148.348,175.103,179.857,1.98,2.44,3.56,2.76,63.024,68.501,85.474,91.661,4.502,5.54,8.329,6.668,40.848,41.619,44.768,47.543,22.177,26.882,40.706,44.118,-3.139,-3.234,-9.417,-3.6,29.977,33.641,49.11,55.413
SUNNY OPTICAL TECHNOLOGY (GROUP) COMPANY,Sunny Optical Technology (Group) Company Limited,674,637,805,79,106,100,24374,1984,,CNY,37.849,38.002,37.497,33.197,3.6481,4.4578,4.5652,2.2026,30.693,35.438,38.774,43.001,3.991,4.872,4.988,2.408,17.967,18.612,17.879,20.819,12.726,16.826,20.895,22.182,-3.556,-5.976,-2.902,-3.834,16.709,20.493,25.104,21.868
BANK OF BEIJING,"Bank of Beijing Co., Ltd.",1349,1493,936,206,177,118,14975,1996,,CNY,62.988,64.198,66.122,66.128,0.98,0.98,01.02,01.02,2737.04,2900.014,3058.959,3387.952,21.441,21.484,22.226,24.76,2528.077,2678.871,2761.881,3077.335,208.963,221.143,297.078,310.617,0.398,31.873,36.373,-14.565,651.794,651.96,733.282,786.434
HUANENG POWER INTERNATIONAL,"Huaneng Power International, Inc.",2082,2451,1246,330,467,153,58263,1994,1994,CNY,174.009,169.439,204.605,246.725,0.06,0.18,-0.77,,428.25,438.206,500.771,502.606,0.766,4.565,-10.636,-7.387,297.871,296.73,367.213,376.062,130.379,141.475,133.558,126.544,-29.034,-42.067,-42.657,-39.971,252.655,254.158,279.302,299.275
GUANGZHOU TINCI MATERIALS TECHNOLOGY,"Guangzhou Tinci Materials Technology Co., Ltd.",1279,1171,5792,193,302,,4020,2000,,CNY,2.755,4.119,11.091,22.317,0.008824,0.29,1.18,2.99,5.33,06.01,13.899,25.531,0.016,0.533,2.208,5.714,2.359,2.475,6.529,12.693,2.971,3.536,7.37,12.838,-0.289,-0.397,-1.758,-5.107,2.998,3.703,7.468,16.511
NINGXIA BAOFENG ENERGY GROUP,"Ningxia Baofeng Energy Group Co., Ltd.",1061,1233,1542,145,210,193,13397,2005,,CNY,13.568,15.928,23.3,28.43,0.54,0.63,0.97,,33.295,38.105,44.374,57.578,3.802,4.623,07.07,6.303,9.943,12.205,13.684,23.704,23.352,25.9,30.69,33.875,-3.973,-2.453,-5.458,-11.177,26.039,30.578,35.051,44.786
CHINA NORTHERN RARE EARTH (GROUP) HIGH-TECH,"China Northern Rare Earth (Group) High-Tech Co.,Ltd",879,739,2479,111,359,342,,1961,,CNY,18.092,21.246,30.408,37.26,0.1697,0.2524,1.4191,1.6552,23.25,25.529,34.708,36.645,0.616,0.833,5.13,5.984,10.296,11.734,15.484,11.613,12.953,13.795,19.224,25.032,-0.056,-0.361,-1.859,-0.415,13.806,17.644,20.289,21.645
ZHEJIANG HUAYOU COBALT CO. LTD,"Zhejiang Huayou Cobalt Co.,Ltd",1105,945,2340,157,202,317,,2002,,CNY,18.853,21.187,35.317,,0.084615,0.792308,2.5,,23.267,26.945,57.989,,0.12,1.165,3.898,,13.176,14.494,34.088,,10.091,12.452,23.901,,-5.086,-3.929,-8.761,,8.801,11.344,26.122,
JD LOGISTICS,"JD Logistics, Inc.",1083,817,1200,150,185,147,,2017,,CNY,49.848,73.375,104.693,,-0.366718,-1.05,-3.19,,40.053,54.723,76.795,,-2.234,-4.134,-15.842,,42.138,57.617,36.406,,-2.085,-2.894,40.389,,-2.61,-8.771,-11.122,,-2.117,-4.942,37.938,
HOSHINE SILICON INDUSTRY,"Hoshine Silicon Industry Co., Ltd.",1065,582,3196,146,543,492,,2005,,CNY,8.939,8.968,21.343,23.657,1.17,1.5,8.17,4.79,17.387,20.002,30.314,53.733,1.106,1.404,8.212,5.148,8.785,10.216,10.072,29.756,8.602,9.786,20.242,23.978,-1.181,-1.351,-3.074,-12.147,9.601,11.859,21.217,34.675
SHANGHAI FOSUN PHARMACEUTICAL (GROUP),"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",1185,965,1590,173,138,196,,1994,,CNY,28.585,30.307,39.005,43.952,1.3,1.43,1.85,1.43,76.12,83.686,93.294,107.164,3.322,3.663,4.735,3.731,36.915,37.702,44.918,53.055,39.204,45.984,48.376,54.109,-0.172,-4.706,-3.857,-4.064,44.465,45.471,48.241,56.682
"HYGON INFORMATION TECHNOLOGY CO., LTD.","Hygon Information Technology Co., Ltd.",,,,,,,1143,,,CNY,0.379,1.022,2.31,5.125,-0.0465,-0.0206,0.16,,5.695,9.022,10.457,21.934,-0.083,-0.039,0.327,0.804,2.844,3.445,4.196,3.704,2.851,5.577,6.261,18.23,-0.926,-1.083,-0.083,-1.53,2.652,5.071,5.946,17.533
SHENWAN HONGYUAN GROUP,"Shenwan Hongyuan Group Co., Ltd.",1104,1209,896,156,145,112,11707,1996,,CNY,24.311,29.111,33.528,19.857,0.24,0.31,0.38,0.11,388.537,491.124,601.011,613.117,5.735,7.766,9.398,2.789,303.706,401.034,493.957,496.437,84.831,90.091,107.055,116.68,-7.601,-11.847,32.041,-17.939,204.419,255.915,292.892,273.343
TENCENT MUSIC ENTERTAINMENT GROUP,Tencent Music Entertainment Group,1681,1408,788,261,79,98,3610,2016,,CNY,25.434,29.153,31.244,28.339,2.44,2.5,1.82,,52.678,68.273,67.254,67.009,3.982,4.155,3.029,3.677,9.0,15.542,16.199,17.882,43.678,52.731,51.055,49.127,-8.102,-14.206,-5.999,-1.446,43.59,57.42,55.379,53.635
"CHINA MOLYBDENUM CO., LTD.",CMOC Group Ltd,1231,995,,183,,,10956,1982,,CNY,68.677,112.981,173.863,172.991,0.09,0.11,0.24,,116.862,122.441,137.45,165.019,1.857,2.329,5.106,6.067,67.367,75.106,89.186,102.982,49.496,47.335,48.264,62.037,-2.679,-9.405,-4.892,-7.372,62.175,57.883,54.606,72.824
WILL SEMICONDUCTOR,"Will Semiconductor Co., Ltd.",536,635,888,62,82,111,33300,2007,,CNY,13.632,19.824,24.104,20.078,0.562963,2.377778,3.822222,0.84,17.476,22.648,32.08,35.19,0.466,2.706,4.476,0.99,9.521,11.123,15.776,17.09,7.955,11.525,16.304,18.1,-1.728,-2.631,-2.899,-4.017,8.854,14.42,21.896,23.115
HUAZHU GROUP,,1624,717,1161,243,92,141,23028,2005,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOCUS MEDIA INFORMATION TECHNOLOGY,"Focus Media Information Technology Co., Ltd.",1084,1312,1151,151,120,140,11005,1997,,CNY,12.136,12.097,14.836,,0.1296,0.2774,0.4198,,18.687,21.646,25.555,,1.875,4.004,6.063,,4.681,4.374,6.873,,14.006,17.272,18.683,,-1.582,-1.959,-2.43,,14.581,17.017,18.379,
CHINA MERCHANTS SECURITIES,"China Merchants Securities Co., Ltd.",952,963,953,122,95,120,9230,1991,,CNY,17.826,23.235,27.829,17.558,0.8200000000000001,01.06,1.25,0.86,381.772,499.727,597.221,611.662,7.282,9.492,11.645,8.072,296.644,393.902,484.631,496.42,85.128,105.825,112.59,115.242,-1.799,2.521,13.813,-19.13,195.669,249.899,298.725,297.509
HUATAI SECURITIES,"Huatai Securities Co., Ltd.",919,1011,582,119,112,69,10516,1990,,CNY,22.136,27.239,35.275,30.811,01.04,1.2,1.47,1.18,562.181,716.751,806.651,846.567,9.002,10.822,13.346,11.053,436.526,584.439,654.615,678.718,125.655,132.312,152.036,167.849,-3.943,-13.452,-0.262,-16.715,251.517,286.667,358.594,364.959
CHINA RAILWAY CONSTRUCTION CORPORATION,China Railway Construction Corporation Limited,1208,1340,743,178,183,89,,1948,,CNY,830.452,910.325,1020.01,1096.313,1.4,1.5,1.6,,1081.239,1242.793,1352.97,1523.951,20.197,22.393,24.691,26.642,819.218,929.154,1006.477,1137.935,262.022,313.639,346.493,386.016,-50.169,-50.298,-61.07,-55.646,324.04,391.428,413.369,451.996
ENN ENERGY HOLDINGS,ENN Energy Holdings Limited,1054,969,1228,144,169,150,,1992,,CNY,70.183,71.617,93.113,110.051,05.05,5.59,6.88,,81.245,90.043,99.988,102.351,5.67,6.278,7.755,5.865,50.225,53.871,57.838,56.796,31.02,36.172,42.15,45.555,-6.796,-6.491,-6.766,-5.726,37.518,43.275,43.817,52.485
DJI,Dow Jones Industrial Average,1040,1040,1040,142,160,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF SECURITIES,"GF Securities Co., Ltd.",865,1026,996,108,162,127,12307,1991,,CNY,22.362,28.113,32.784,24.196,0.99,1.32,1.42,,394.391,457.464,535.855,617.256,7.539,10.038,10.854,7.929,300.254,355.19,425.054,492.463,94.137,102.274,110.801,124.793,-10.128,-19.45,21.24,-31.401,196.35,233.777,286.057,296.969
DAQIN RAILWAY,"Daqin Railway Co., Ltd.",1333,1511,933,203,188,117,96995,2004,,CNY,79.917,72.322,78.682,75.758,0.92,0.72,0.8200000000000001,0.75,148.044,182.203,198.546,202.297,13.669,10.896,12.181,11.196,25.821,52.376,63.218,62.108,122.223,129.826,135.328,140.189,-7.958,1.488,-3.333,-2.878,122.865,157.444,165.793,169.552
HAIDILAO INTERNATIONAL HOLDING,Haidilao International Holding Ltd.,1616,900,700,240,65,86,102793,1994,,CNY,26.556,28.614,41.112,31.039,0.44,0.06,-0.78,0.25,20.614,27.527,28.021,21.439,2.345,0.309,-4.163,1.374,9.988,17.29,20.093,13.983,10.626,10.237,7.929,7.456,-5.026,-4.691,-4.953,-0.757,10.708,10.564,11.972,9.722
HAITONG SECURITIES,"Haitong Securities Co., Ltd.",969,957,609,126,121,72,10837,1988,,CNY,34.304,37.681,41.541,25.17,0.8300000000000001,0.9,0.98,0.5,636.794,694.073,744.925,753.608,9.523,10.875,12.827,6.545,495.675,525.947,567.17,575.986,141.119,168.126,177.755,177.622,1.052,-16.456,-20.937,-15.284,399.788,434.805,446.529,459.674
CHINA CSSC HOLDINGS,China CSSC Holdings Limited,1175,1208,3033,172,226,449,7670,1998,,CNY,23.136,55.244,59.74,59.558,0.71,0.07,0.05,0.04,44.351,152.51,160.402,162.438,0.405,0.306,0.214,0.172,23.284,99.684,107.298,111.958,21.067,52.826,53.104,50.479,-1.215,-2.557,-4.558,-8.341,17.719,49.857,53.972,56.905
GUANGDONG HAID GROUP,"Guangdong Haid Group Co., Limited",1116,1311,1890,158,168,249,20774,1998,,CNY,47.613,60.324,85.999,104.715,01.06,1.6,0.98,1.79,18.854,27.527,35.649,44.238,1.649,2.523,1.596,2.954,9.112,12.568,19.715,24.888,9.742,14.959,15.933,19.35,-2.117,-4.321,-4.223,-5.445,9.925,15.134,18.872,22.891
YUNNAN BAIYAO GROUP,"Yunnan Baiyao Group Co.,Ltd",1009,1213,978,134,119,125,8131,1902,,CNY,29.665,32.743,36.374,36.488,2.342857,3.085714,2.21,1.9,49.658,55.219,52.293,53.321,4.184,5.516,2.804,3.001,11.558,16.875,13.859,14.794,38.1,38.344,38.434,38.527,13.966,1.086,3.999,-6.316,38.855,38.089,38.316,38.506
CHINA MERCHANTS SHEKOU INDUSTRIAL ZONE HOLDINGS,"China Merchants Shekou Industrial Zone Holdings Co., Ltd.",1164,1645,708,168,173,87,48465,1979,,CNY,97.672,129.621,160.643,183.003,1.99,1.46,1.16,0.41,617.688,737.157,856.203,886.471,16.033,12.253,10.372,4.264,390.318,483.8,579.448,602.031,227.37,253.357,276.755,284.44,-13.158,-4.818,-24.277,-10.014,181.956,201.726,242.555,262.534
CHINA COAL ENERGY COMPANY,China Coal Energy Company Limited,1647,1507,1765,251,352,229,44356,2006,,CNY,129.294,140.961,231.127,220.577,0.42,0.45,01.04,,272.483,281.686,321.738,340.109,5.626,5.904,13.282,18.241,155.114,157.833,179.336,175.051,117.369,123.854,142.403,165.059,-8.657,-14.243,-25.382,-22.046,153.35,173.066,188.403,183.248
BANK OF NANJING,"Bank of Nanjing Co., Ltd.",1388,1458,1446,212,220,177,11489,1996,,CNY,31.924,33.878,40.496,,1.42,1.34,1.54,,1343.435,1517.076,1748.947,,12.453,13.101,15.857,,1255.507,1409.043,1626.382,,87.928,108.033,122.565,,0.792,-41.751,-128.371,,305.029,329.695,376.532,
GUANGZHOU AUTOMOBILE GROUP,"Guangzhou Automobile Group Co., Ltd.",1020,909,971,136,151,123,94856,1955,,CNY,59.704,63.157,75.676,110.006,0.65,0.58,0.72,,137.41,142.807,154.197,190.021,6.618,5.966,7.335,8.068,54.955,56.147,61.602,67.772,82.454,86.66,92.595,122.248,-4.826,0.469,1.649,-3.834,87.826,92.794,95.957,118.088
UNIGROUP GUOXIN MICROELECTRONICS,"Unigroup Guoxin Microelectronics Co., Ltd.",1033,1063,2941,138,219,429,2192,,,CNY,3.43,3.27,5.342,7.12,0.4776439999999999,0.949216,2.2998,3.0978,6.786,7.628,11.592,15.329,0.406,0.806,1.954,2.632,2.594,2.659,4.3,5.554,4.193,4.968,7.292,9.775,-0.482,-0.238,-0.391,-0.833,4.559,5.38,8.612,11.464
HENGLI PETROCHEMICAL,"Hengli Petrochemical Co.,Ltd.",792,757,986,100,86,126,26506,1999,,CNY,100.782,152.373,197.997,222.373,1.44,1.92,2.21,0.33,174.378,191.029,210.296,241.43,10.025,13.462,15.531,2.318,137.639,144.004,152.996,188.51,36.739,47.024,57.301,52.92,-39.913,-22.411,-13.098,-26.297,88.609,101.802,109.354,111.21
BEIKE,"XinJiang Beiken Energy Engineering Co.,Ltd.",1040,1040,1040,140,159,132,1320,2018,,CNY,1.408,0.936,1.143,,0.22,0.12,0.11,,2.523,2.629,2.766,,0.044,0.025,0.021,,1.502,1.64,1.749,,1.021,0.989,1.017,,-0.279,-0.155,-0.077,,1.092,1.094,1.092,
ZTE CORPORATION,ZTE Corporation,911,988,778,116,124,96,72584,1985,,CNY,90.737,101.451,114.522,122.954,1.22,0.92,1.47,1.71,141.202,150.635,168.763,180.954,5.496,4.276,6.813,08.08,103.248,104.512,115.476,121.41,37.954,46.123,53.288,59.543,-6.023,-7.082,-10.592,-1.291,45.124,65.911,81.391,93.767
HUANENG LANCANG RIVER HYDROPOWER,Huaneng Lancang River Hydropower Inc.,1167,1317,1419,169,223,172,3403,2001,,CNY,20.801,19.253,20.202,21.142,0.31,0.27,0.32,0.35,167.46,164.632,160.654,162.879,5.545,4.835,5.838,6.801,110.707,101.12,94.428,93.081,56.753,63.512,66.227,69.798,-3.658,-4.23,-5.39,-7.921,137.687,139.84,135.81,138.991
GUOTAI JUNAN SECURITIES,"Guotai Junan Securities Co., Ltd.",916,955,689,118,118,84,15198,1992,,CNY,29.767,35.023,42.25,34.72,0.9,1.2,1.65,1.24,559.314,702.899,791.273,860.689,8.637,11.122,15.013,11.507,413.22,556.661,640.636,696.862,146.094,146.238,150.637,163.826,-23.126,-22.381,-33.717,-11.516,245.791,301.35,336.362,322.606
CHINA LONGYUAN POWER GROUP CORPORATION,China Longyuan Power Group Corporation Limited,1249,1306,2595,186,323,368,,1993,,CNY,27.461,28.807,37.208,39.863,5.3,5.822,8.921,5.84,155.847,174.629,189.306,222.895,4.621,4.977,6.404,5.112,95.076,107.757,116.587,142.816,60.771,66.872,72.719,80.079,-10.417,-19.441,-18.467,-19.009,102.185,110.702,118.426,135.446
CHINA NATIONAL NUCLEAR POWER,"China National Nuclear Power Co., Ltd.",1021,1447,1378,137,234,165,13152,2008,,CNY,46.067,52.276,62.367,71.286,0.306,0.379,0.45,0.468,347.639,381.746,409.621,464.62,4.613,5.995,8.038,09.01,257.356,265.256,284.343,316.751,90.283,116.49,125.278,147.869,-26.302,-27.567,-26.039,-53.008,237.958,253.351,266.515,306.151
CHINA COMMUNICATIONS CONSTRUCTION COMPANY,China Communications Construction Company Limited,1072,1267,811,147,184,101,124457,2005,,CNY,554.792,627.586,685.639,720.275,1.16,0.9,01.02,,1120.399,1304.169,1390.837,1511.35,20.108,16.206,17.993,19.104,824.02,946.365,999.483,1085.174,296.379,357.803,391.354,426.176,-65.714,-105.687,-52.816,-46.679,493.164,562.821,610.461,652.747
AECC AVIATION POWER,"AECC Aviation Power Co.,Ltd",893,864,2057,112,105,265,,,,CNY,25.21,28.633,34.102,37.097,0.48,0.49,0.45,0.48,63.115,64.352,90.648,89.966,1.077,1.146,1.188,1.268,26.57,26.851,50.711,48.68,36.545,37.501,39.937,41.286,-2.345,-2.669,-8.898,3.722,28.92,36.899,38.098,39.183
TIANJIN ZHONGHUAN SEMICONDUCTOR,,1080,962,2794,149,229,399,,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAURA TECHNOLOGY GROUP,"NAURA Technology Group Co., Ltd.",872,839,2234,109,203,299,,2001,,CNY,4.058,6.056,9.683,,0.6708000000000001,1.0935,2.1478,,13.735,17.518,31.054,,0.309,0.537,1.077,,7.635,10.406,13.856,,6.1,7.112,17.198,,-0.19,-0.673,-0.447,,6.969,6.791,16.898,
"IMEIK TECHNOLOGY DEVELOPMENT CO.,LTD.","Imeik Technology Development Co.,Ltd.",1287,1163,,195,,,,2004,,CNY,0.558,0.709,1.448,1.939,1.883333,4.51,4.43,5.84,0.744,4.633,5.265,6.259,0.306,0.44,0.958,1.264,0.081,0.101,0.235,0.313,0.663,4.531,05.03,5.946,-0.026,-0.916,-0.648,-0.944,0.659,4.534,5.029,5.846
AVIC SHENYANG AIRCRAFT COMPANY,AVIC Shenyang Aircraft Company Limited,1086,929,2283,153,167,308,,1951,,CNY,23.761,27.316,34.088,41.598,0.45,0.76,0.87,1.18,29.224,32.853,62.78,58.792,0.878,1.48,1.696,2.305,19.901,22.018,50.48,44.979,9.323,10.835,12.3,13.813,-0.534,-0.618,-0.733,-1.289,9.138,10.148,11.413,12.937
SHENZHOU INTERNATIONAL GROUP HOLDINGS,Shenzhou International Group Holdings Limited,764,650,676,94,88,81,85700,2005,,CNY,22.665,23.031,23.845,27.781,3.39,3.4,2.24,03.04,31.855,36.852,42.132,43.493,5.095,5.107,3.372,4.563,6.664,9.581,14.349,12.727,25.191,27.271,27.783,30.766,-3.152,-2.557,-6.41,-0.371,25.949,27.674,28.147,32.753
"TRINA SOLAR CO., LTD","Trina Solar Co., Ltd",963,1199,,123,,,,1997,,CNY,23.322,29.418,44.48,85.052,0.36,0.64,0.87,1.72,36.491,45.592,63.54,89.976,0.641,1.229,1.804,3.68,23.793,29.892,45.376,61.181,12.698,15.701,18.164,28.796,-5.2,-3.988,-6.852,-8.966,14.561,19.189,25.063,29.911
YUNNAN ENERGY NEW MATERIAL,"Yunnan Energy New Material Co., Ltd.",665,563,2381,77,139,327,,2006,,CNY,3.16,4.283,7.982,12.591,01.06,1.34,03.06,4.48,12.193,20.572,26.122,38.623,0.85,1.116,2.718,4.0,7.312,8.976,11.585,19.768,4.881,11.596,14.537,18.854,-3.074,-5.276,-3.715,-5.686,6.519,14.526,17.048,22.331
CGN POWER,"CGN Power Co., Ltd.",964,1152,653,124,137,79,18264,1994,,CNY,60.875,69.963,80.068,,0.201,0.189,0.193,0.197,387.975,391.898,399.993,,9.466,9.562,9.733,,252.681,250.268,249.083,,135.294,141.631,150.91,,-14.637,-11.759,-14.569,,266.649,259.456,262.82,
ANHUI GUJING DISTILLERY,"Anhui Gujing Distillery Co., Ltd.",1247,1398,1635,185,154,204,,1996,,CNY,10.417,10.292,13.27,,4.17,3.68,4.45,,13.871,15.187,25.418,,2.098,1.855,2.298,,4.439,4.738,8.165,,9.432,10.449,17.253,,2.672,-0.231,-8.861,,8.944,10.103,16.71,
TIANQI LITHIUM CORPORATION,Tianqi Lithium Corporation,977,798,2242,127,296,302,,,,CNY,4.841,3.239,7.663,40.449,-5.24,-1.24,1.41,,46.597,42.036,44.165,70.846,-5.983,-1.834,2.079,24.125,37.687,34.603,26.014,17.779,8.909,7.433,18.152,53.068,-3.362,-0.505,-0.138,0.744,21.289,11.535,23.39,56.758
SHANGHAI INTERNATIONAL PORT (GROUP),"Shanghai International Port (Group) Co., Ltd.",933,1071,858,120,172,106,14068,2003,,CNY,36.102,26.119,34.289,37.28,0.3911,0.3585,0.6336,0.7423000000000001,142.177,155.925,170.787,181.802,9.062,8.307,14.682,17.224,51.388,59.945,62.982,60.635,90.789,95.98,107.806,121.167,-3.031,-5.973,-0.53,-4.597,112.384,122.897,130.928,144.263
TSINGTAO BREWERY COMPANY,Tsingtao Brewery Company Limited,1212,1384,1584,179,155,195,38169,1903,,CNY,27.984,27.76,30.167,32.172,1.371,1.629,2.328,2.736,37.312,41.514,46.563,50.312,1.852,2.201,3.155,3.711,17.399,20.146,22.769,24.039,19.913,21.368,23.794,26.272,-0.348,-1.488,-10.25,-2.199,19.172,20.622,23.002,25.495
CHONGQING CHANGAN AUTOMOBILE COMPANY,Chongqing Changan Automobile Company Limited,1103,912,2170,155,142,287,36764,1862,,CNY,70.595,84.566,105.142,121.253,-0.3021979999999999,0.3724619999999999,0.3616,0.796,97.617,120.916,135.405,146.049,-2.647,3.324,3.552,7.798,53.683,67.435,79.538,83.1,43.934,53.48,55.866,62.949,-3.795,3.605,-1.489,-2.954,44.084,54.365,56.333,63.894
DIDI GLOBAL INC.,DiDi Global Inc.,966,513,375,125,55,42,15914,2012,2021,CNY,154.786,141.736,173.827,,-21.209455,-23.284862,,,144.721,147.265,152.998,,-9.728,-10.514,-49.343,,17.563,30.116,27.551,,127.158,117.15,125.447,,-6.151,-1.946,1.145,,127.747,115.074,113.728,
QINGHAI SALT LAKE INDUSTRY,"Qinghai Salt Lake Industry Co.,Ltd",765,660,3508,95,353,551,,1997,,CNY,17.849,14.016,14.778,30.748,-16.4603,0.4886,0.8505,,22.532,20.11,25.267,41.983,-45.86,02.04,4.478,15.565,51.6,14.844,13.617,13.508,-29.069,5.266,11.65,28.475,-0.298,2.069,-1.965,-1.734,-13.808,12.39,15.825,29.174
WENS FOODSTUFF GROUP,"Wens Foodstuff Group Co., Ltd.",1034,1617,603,139,152,71,50024,1983,,CNY,73.144,74.939,64.965,83.725,2.2206,1.1752,-2.1103,0.8206,65.579,80.5,96.788,98.084,13.967,7.426,-13.404,5.289,18.951,32.912,62.039,55.169,46.628,47.588,34.749,42.915,-10.811,-15.69,-10.253,-5.763,49.457,60.517,66.837,62.259
BAOSHAN IRON & STEEL,"Baoshan Iron & Steel Co., Ltd.",791,615,886,99,131,110,52323,2000,,CNY,292.057,284.436,365.342,369.058,0.56,0.5700000000000001,01.07,0.55,339.633,356.225,380.398,398.249,12.423,12.677,23.632,12.187,148.417,156.482,169.677,182.373,191.216,199.743,210.721,215.876,-22.229,-13.388,-27.034,-26.191,189.061,206.735,213.706,221.696
JA SOLAR TECHNOLOGY,"JA Solar Technology Co., Ltd.",984,1224,4952,129,272,900,25183,2005,,CNY,21.155,25.847,41.302,72.989,0.907143,0.778571,0.92,1.714286,28.528,37.297,56.967,72.349,1.252,1.507,2.039,5.533,20.233,22.458,40.25,42.185,8.295,14.84,16.718,30.164,-2.329,-2.495,-4.01,-7.215,10.478,15.434,17.758,29.281
KE HOLDINGS INC.,KE Holdings Inc.,860,1031,,107,,,119658,2001,,CNY,46.015,70.481,80.752,60.669,-3.405509,0.96,-0.45,-1.17,67.265,104.296,100.319,109.347,-2.184,2.778,-0.524,-1.386,35.73,37.503,33.263,40.293,31.536,66.793,67.055,69.054,-3.874,-14.978,-24.884,-8.472,36.346,66.78,66.974,68.92
LI AUTO INC,Li Auto Inc.,688,671,4841,82,100,869,4181,2015,,CNY,0.284,9.457,27.01,45.287,-3.626696,-1.82,-0.34,-2.08,9.513,36.373,61.849,86.538,-2.439,-0.152,-0.321,-2.012,3.284,6.57,20.785,41.352,6.23,29.804,41.064,45.186,-2.575,-18.738,-4.257,-4.365,6.23,30.315,47.025,54.09
NIO INC,NIO Inc.,416,281,3230,50,28,497,7763,2014,,CNY,7.825,16.258,36.136,49.269,-11.08,-4.74,-6.72,-8.89,14.582,54.642,82.884,96.264,-11.413,-5.299,-10.572,-14.559,20.86,27.471,44.82,68.617,-6.278,27.171,38.063,27.647,3.382,-5.071,-39.765,,0.855,33.107,44.449,34.754
BOE TECHNOLOGY GROUP COMPANY,BOE Technology Group Company Limited,689,654,632,83,80,75,65017,1993,,CNY,116.06,135.553,219.31,178.414,0.05,0.13,0.71,0.19,340.412,424.257,450.233,420.562,1.919,5.036,25.831,7.551,199.355,250.859,232.854,218.512,141.058,173.398,217.379,202.05,-47.416,-43.407,-40.713,-35.973,203.177,236.129,259.524,259.233
CHINA RAILWAY GROUP,China Railway Group Limited,937,1064,776,121,148,95,290000,2007,,CNY,850.884,974.749,1073.272,1154.358,0.95,0.963,1.037,1.198,1056.186,1200.122,1361.726,1613.166,23.678,25.188,27.618,31.276,810.711,886.928,1003.384,1190.107,245.475,313.194,358.343,423.059,-40.181,-63.143,-77.458,-84.388,334.82,417.021,470.413,580.981
CHINA TOWER CORPORATION,China Tower Corporation Limited,1002,924,401,133,99,47,23300,2014,,CNY,76.428,81.099,86.585,92.17,0.0297,0.0368,0.0419,,338.067,337.38,323.259,305.56,5.222,6.428,7.329,8.787,155.506,151.134,133.905,111.969,182.561,186.246,189.354,193.591,-28.136,-37.897,-31.515,-27.657,191.039,213.366,230.926,225.039
LONGFOR GROUP HOLDINGS,Longfor Group Holdings Limited,677,775,539,80,71,60,26316,1993,,CNY,151.026,184.547,223.375,250.565,3.13,3.41,04.05,04.08,652.245,765.159,875.651,786.774,18.337,20.002,23.854,24.362,485.567,572.435,653.773,553.595,166.678,192.724,221.878,233.179,-35.244,-41.403,-48.732,-12.412,226.028,257.373,302.515,329.451
SANY HEAVY INDUSTRY CO. LTD,"Sany Heavy Industry Co., Ltd",631,560,763,73,53,90,24586,1989,,CNY,75.666,100.054,106.873,80.822,1.374,1.8401,1.4287,,90.541,126.255,138.557,158.755,11.207,15.431,12.033,4.273,45.015,68.067,73.461,92.746,45.527,58.188,65.095,66.009,-11.981,-11.25,-9.288,-1.838,45.724,61.094,73.294,86.591
